,channel_title,Title,Description,Published_date,Views,Likes,Comments,Month
174,take U forward,G-53. Most Stones Removed with Same Row or Column - DSU,"GfG-Problem Link: https://bit.ly/3QHZuE6
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/most-stones-removed-with-same-row-or-column-dsu-g-53/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-23,84615,3084,202,Oct
175,take U forward,G-52. Making a Large Island - DSU,"GfG-Problem Link: https://bit.ly/3xeLjzF
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/making-a-large-island-dsu-g-52/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,65248,2873,197,Oct
176,take U forward,G-51. Number of Islands - II - Online Queries - DSU,"GfG-Problem Link: https://bit.ly/3w9REfj
C++/Java/Codes and Notes Link: https://takeuforward.org/graph/number-of-islands-ii-online-queries-dsu-g-51/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,70903,3188,150,Oct
177,take U forward,G-50. Accounts Merge - DSU,"GfG-Problem Link: https://bit.ly/3sl2Xia
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/accounts-merge-dsu-g-50/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,79613,3479,188,Oct
178,take U forward,G-49. Number of Operations to Make Network Connected - DSU,"GfG-Problem Link: https://bit.ly/3QGtkcd
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/number-of-operations-to-make-network-connected-dsu-g-49/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,69703,3277,143,Oct
179,take U forward,G-47. Kruskal's Algorithm - Minimum Spanning Tree - C++ and Java,"GfG-Problem Link: https://bit.ly/3eLuYvH
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/kruskals-algorithm-minimum-spanning-tree-g-47/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,150019,5101,184,Oct
180,take U forward,G-48. Number of Provinces - Disjoint Set,"GfG-Problem Link: https://bit.ly/3pl2tr3
C++/Java/Codes and Notes Link: Soon

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,62510,2806,100,Oct
181,take U forward,G-46. Disjoint Set | Union by Rank | Union by Size | Path Compression,"In this video, I have shown you such a code snippet, which can solve any problem on Disjoint Set on any platform. 

C++ Code Snippet of DS: https://ide.geeksforgeeks.org/392f3f85-cb79-4631-9da2-3dd78e775873 
Java Code Snippet of DS: https://ide.geeksforgeeks.org/fde794b7-8b6f-41e8-8efc-0826b3d318e6
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,233723,8731,355,Oct
182,take U forward,G-43. Find the City With the Smallest Number of Neighbours at a Threshold Distance,"GfG-Problem Link: https://bit.ly/3PoGo5v
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/find-the-city-with-the-smallest-number-of-neighbours-at-a-threshold-distance-g-43/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-22,64972,2908,169,Oct
183,take U forward,G-45. Prim's Algorithm - Minimum Spanning Tree - C++ and Java,"GfG-Problem Link: https://bit.ly/3ABwwRP
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-10,207689,6952,599,Oct
184,take U forward,G-44. Minimum Spanning Tree - Theory,"GfG-Problem Link: NA
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/minimum-spanning-tree-theory-g-44/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-10,106480,4117,94,Oct
185,take U forward,G-42. Floyd Warshall Algorithm,"GfG-Problem Link: https://bit.ly/3JZlk4a
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/floyd-warshall-algorithm-g-42/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-10,175441,5782,235,Oct
186,take U forward,G-41. Bellman Ford Algorithm,"GfG-Problem Link: https://bit.ly/3K7emug
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/bellman-ford-algorithm-g-41/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-10,180044,7005,320,Oct
187,take U forward,G-40. Number of Ways to Arrive at Destination,"GfG-Problem Link: https://bit.ly/3Aro6Mq
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/g-40-number-of-ways-to-arrive-at-destination/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-02,98829,3762,361,Oct
188,take U forward,G-39. Minimum Multiplications to Reach End,"GfG-Problem Link: https://bit.ly/3AugzNb
C++/Java/Codes and Notes Link: https://takeuforward.org/graph/g-39-minimum-multiplications-to-reach-end/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-02,80384,2991,337,Oct
189,take U forward,G-38. Cheapest Flights Within K Stops,"GfG-Problem Link: https://bit.ly/3UIneer
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/g-38-cheapest-flights-within-k-stops/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-02,135844,3901,299,Oct
190,take U forward,G-37. Path With Minimum Effort,"GfG-Problem Link: https://bit.ly/3dMBvq6
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/g-37-path-with-minimum-effort/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-02,117324,3569,217,Oct
191,take U forward,G-36. Shortest Distance in a Binary Maze,"GfG-Problem Link: https://bit.ly/3QLxjET
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/g-36-shortest-distance-in-a-binary-maze/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-02,123784,3145,287,Oct
192,take U forward,G-35. Print Shortest Path - Dijkstra's Algorithm,"Disclaimer: Please watch Part-1 and Part-2 
Part-1: https://www.youtube.com/watch?v=V6H1qAeB-l4&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=32
Part-2: https://www.youtube.com/watch?v=PATgNiuTP20&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=33

GfG-Problem Link: https://bit.ly/3SlYvLp

C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/g-35-print-shortest-path-dijkstras-algorithm/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-10-02,162955,3933,205,Oct
193,take U forward,"G-34. Dijkstra's Algorithm - Why PQ and not Q, Intuition, Time Complexity Derivation - Part 3","Disclaimer: Please watch Part-1 and Part-2 
Part-1: https://www.youtube.com/watch?v=V6H1qAeB-l4&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=32
Part-2: https://www.youtube.com/watch?v=PATgNiuTP20&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=33
GfG-Problem Link: https://bit.ly/3KeZZ7j
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/g-34-dijkstras-algorithm-intuition-and-time-complexity-derivation/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-09-28,111457,8174,302,Sep
194,take U forward,G-33. Dijkstra's Algorithm - Using Set - Part 2,"GfG-Problem Link: https://bit.ly/3KeZZ7j
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/dijkstras-algorithm-using-set-g-33/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-09-28,124041,5339,242,Sep
195,take U forward,G-32. Dijkstra's Algorithm - Using Priority Queue - C++ and Java - Part 1,"GfG-Problem Link: https://bit.ly/3KeZZ7j
C++/Java/Codes and Notes Link: https://takeuforward.org/data-structure/dijkstras-algorithm-using-priority-queue-g-32/

DP Series: https://www.youtube.com/watch?v=FfXoiwwnxFw&list=PLgUwDviBIf0qUlt5H_kiKYaNSqJ81PMMY 

SDE Sheet: https://takeuforward.org/interviews/strivers-sde-sheet-top-coding-interview-problems/

Check out our Website for curated resources: https://www.takeuforward.org/
Our Second Channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g

In case you are thinking to buy courses, please check below: 

Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------",2022-09-28,283553,6981,266,Sep
